title,company,location,url,source,salary,job_type,description,posted_date,tags
Senior Marketing Projektmanager (m/w/d) - Berlin-Mitte,VisionIQ marketing & communication GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/visioniq-marketing-communication-gmbh/senior-marketing-projektmanager-berlin-mitte-308465,Arbeitnow,,On-site,"<p><strong>VisionIQ</strong> ist eine inhabergeführte Agentur für phygitales Erlebnis- und Aktivierungsmarketing und Partner von Visions Network. Unsere Experten realisieren für unsere Kunden online und offline Kampagnen gleichermaßen – von Live-Events bis hin zu Kommunikationsstrategien und Contentproduktion. Zu unseren Kunden gehören u.a. Berlinale, JBL, Autoscout24, Audi, Markenverband, Vodafone und Volkswagen Retail Gesellschaft Deutschland.</p>
<p><strong>Du suchst einen beruflichen Neustar",1769077919,Marketing and Communication
Lead Performance Marketing & Client Delivery (m/w/d),Grannel,Munich,https://www.arbeitnow.com/jobs/companies/grannel/lead-performance-marketing-client-delivery-munich-39732,Arbeitnow,,On-site,"<p><strong>Leadership Role · Founding Hire bei Grannel</strong></p>
<p><strong>Standort:</strong> München (2 Tage Remote)</p>
<p><strong>Start:</strong> flexibel / asap</p>
<p><strong>Über Grannel</strong></p>
<p>Grannel ist eine <strong>boutique Performance Marketing Agentur</strong>, gegründet vor 5 Jahren von einem <strong>ex-Meta &#x26; ex-Google Manager</strong>.</p>
<p>Wir sind kein klassischer „Marketing Dienstleister“. Wir arbeiten als <strong>strategischer Wachstumspartner auf Augenhöhe",1769077918,Online Marketing
Social Media Manager/in (m/w/d) (freelance!),mina marketing eGbR,Lüneburg,https://www.arbeitnow.com/jobs/companies/mina-marketing-egbr/social-media-manager-in-freelance-luneburg-420763,Arbeitnow,,On-site,"<p><strong>Remote/Hybrid</strong> (Lüneburg/Hamburg)</p>
<p><strong>Start:</strong> nächstmöglich | <strong>Umfang:</strong> ca. 10-15 Std./Woche</p>
<h2>Aufgaben</h2>
<p><strong>Deine Aufgaben</strong></p>
<ul>
<li>Contentformatentwicklung &#x26; Redaktionsplanung</li>
<li>Copywriting für Posts/Reels/Stories inkl. CTA &#x26; Hook</li>
<li>Community Management</li>
<li>Abstimmung &#x26; internes Projektmanagement (in Asana)</li>
<li>Reporting</li>
</ul>
<h2>Qualifikation</h2>
<p><strong>Du bring",1769077918,Social Media Manager
Verwaltungsfachwirt / Sachbearbeiter Finanzwesen (m/w/d),MY Humancapital GmbH,Munich,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/verwaltungsfachwirt-sachbearbeiter-finanzwesen-munich-414254,Arbeitnow,,On-site,"<p>Im Auftrag unseres Partnerunternehmens im Münchner Norden suchen wir Sie zum nächstmöglichen Zeitpunkt als <strong>„Verwaltungsfachwirt / Sachbearbeiter Finanzwesen (m/w/d)“.</strong></p>
<h2><strong>Aufgaben</strong></h2>
<ul>
<li>Als <strong>Verwaltungsfachwirt / Sachbearbeiter Finanzwesen (m/w/d)</strong> übernehmen Sie die Bearbeitung der Haushalts- und Finanzplanung für öffentliche Einrichtungen, Eigenbetriebe und verbundene Organisationen</li>
<li>Dabei wirken Sie in Teilbereichen der H",1769077917,Administration
Ingenieur Elektrotechnik (m/w/d),Buro Happold,Munich,https://www.arbeitnow.com/jobs/companies/buro-happold/ingenieur-elektrotechnik-munich-2664,Arbeitnow,,On-site,"<p>Du bist <strong><em>Ingenieur</em></strong> (m/w/d) <strong><em>im Bereich Elektrotechnik</em></strong> und auf der Suche nach einer neuen Herausforderung in <strong><em>Berlin oder München</em></strong>?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Federführend Planungsleistungen gemäß HOAI / VDI für die Gewerke Elektrotechnik und Nachrichtentechnik erbringen</li>
<li>Vermittlung und Verifizierung von Realisierungskosten von P",1769077916,Engineering
Objektüberwacher elektrotechnische Gewerke (m/w/d),Buro Happold,Munich,https://www.arbeitnow.com/jobs/companies/buro-happold/objektuberwacher-elektrotechnische-gewerke-munich-122661,Arbeitnow,,On-site,"<p>Du bist <strong>Objektüberwacher elektrotechnische Gewerke</strong> (m/w/d) und auf der Suche nach einer neuen Herausforderung in <strong><em>München</em></strong>?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Objektüberwachung von Großbaustellen aller elektrotechnischen Gewerke entsprechend LP8 HOAI</li>
<li>Führen, Anleiten und Überwachen aller ausführenden TA-Unternehmen auf der Baustelle</li>
<li>Systematische Qualitätskont",1769077915,Engineering
Werkstudent/in - Quality Assurance (QA) & Device Operations VR mit Gaming-Fokus (m/f/d),Draxon GmbH,Cologne,https://www.arbeitnow.com/jobs/companies/draxon-gmbh/werkstudent-in-quality-assurance-qa-device-operations-vr-mit-gaming-fokus-cologne-311535,Arbeitnow,,On-site,"<p>Köln | Für Gaming-Fans | Werkstudent/in | Start so schnell wie möglich | Fließend in Deutsch &#x26; sehr gutes Englisch</p>
<p>Gegründet von einem erfahrenen Software-Team mit Gaming-Erfahrung bauen wir bei Draxon die Zukunft von Trainings – wir kombinieren die Möglichkeiten von Virtual Reality und Künstlicher Intelligenz, um zu verändern, wie Frontline-Teams in Hochrisiko-Branchen lernen. Dabei nutzen wir Gaming-Software und Best Practices aus Gaming-Software, um innovative Lösungen zu entwi",1769077915,IT
Firmwareentwickler (m/w/d) Schwerpunkt VHDL / FPGA,citema systems GmbH,Ulm,https://www.arbeitnow.com/jobs/companies/citema-systems-gmbh/firmwareentwickler-schwerpunkt-vhdl-fpga-ulm-321531,Arbeitnow,,On-site,"<p><strong>Driving Digital Technologies.</strong><br>
Den digitalen Wandel begleiten und aktiv mitgestalten – unsere Mission bei citema. Mit unseren innovativen Ansätzen beraten und unterstützen wir unsere Kunden in den Technologiefeldern Cyber Security, KI und Blockchain. Ebenso gehört die Umsetzung system- und sicherheitsrelevanter Softwareprojekte zu unserem Portfolio. So verbinden wir die neuen Technologien mit der klassischen Softwarewelt. Bei uns wird ein professionelles, kollegiales Mitei",1769077914,Engineering
Objektüberwacher mechanische Gewerke (m/w/d),Buro Happold,Munich,https://www.arbeitnow.com/jobs/companies/buro-happold/objektuberwacher-mechanische-gewerke-munich-244139,Arbeitnow,,On-site,"<p>Du bist <strong><em>Objektüberwacher mechanische Gewerke</em></strong> (m/w/d) und auf der Suche nach einer neuen Herausforderung in <strong><em>München</em></strong>?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Objektüberwachung von Großbaustellen aller mechanischen Gewerke entsprechend LP8 HOAI</li>
<li>Führen, Anleiten und Überwachen aller ausführenden TGA-Unternehmen auf der Baustelle</li>
<li>Systematische Qualitätskontro",1769077913,Engineering
Recruiter / Junior Personalberater (m/w/d),PolyTALENT GmbH,Lohne,https://www.arbeitnow.com/jobs/companies/polytalent-gmbh/recruiter-junior-personalberater-lohne-243299,Arbeitnow,,On-site,"<p>Du bist kommunikativ, ehrgeizig und willst richtig was erreichen? Dann passt du perfekt zu PolyTALENT. Wir suchen Menschen, die Verantwortung übernehmen wollen, klar denken und Lust auf echtes Wachstum haben, persönlich und beruflich. Unsere Mission: Den industriellen Mittelstand durch modernes, digitales Headhunting auf das nächste Level heben. Und genau dafür brauchen wir dich!</p><p style="";""></p><p style="";""></p><h4>Deine Rolle als Recruiter / Personalberater</h4><p>Du begleitest Kandidat",1769077214,"Recruitment and hr, vocational"
Technischer Systemplaner (m/w/d),Buro Happold,Berlin,https://www.arbeitnow.com/jobs/companies/buro-happold/technischer-systemplaner-berlin-435213,Arbeitnow,,On-site,"<p>Du bist <strong><em>Technischer Systemplaner</em></strong> (m/w/d) und auf der Suche nach einer neuen Herausforderung in <strong><em>Berlin</em></strong>?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Vorbereitung und Erstellung der erforderlichen Konstruktionszeichnungen vom Vorentwurf bis zur Ausführungsplanung unterstützt durch Kolleginnen und Kollegen des Planungsteams</li>
<li>Verantwortung für das Aufsetzen und die täglich",1769076214,Engineering
Marketing Manager*in (m/w/d),Theater Liberi,Bochum,https://www.arbeitnow.com/jobs/companies/theater-liberi/marketing-managerin-bochum-404026,Arbeitnow,,On-site,"<p>Wir, das Theater Liberi, sind ein führender Tourneeveranstalter von Familienmusicals mit Sitz in Bochum. Seit unserer Gründung 2008 besuchten über zwei Millionen Zuschauer*innen unsere Produktionen. Wir veranstalten pro Saison (von Oktober bis April) knapp 450 Vorstellungen in Deutschland, Österreich, Luxemburg, Liechtenstein, Belgien und der Schweiz.</p>
<p>Unser Erfolgskonzept: Produktion, Touring und Vermarktung liegen in einer Hand: Über 100 Mitarbeitende, sowohl im betrieblichen als auch",1769076213,Marketing and Communication
Performance Marketing Manager (m/w/d),APRICOT GmbH,Munich,https://www.arbeitnow.com/jobs/companies/apricot-gmbh/performance-marketing-manager-munich-52010,Arbeitnow,,On-site,"<p><strong>Freiraum für Performance. Gemeinsam wachsen.</strong></p>
<p>Du suchst eine neue Herausforderung in einem dynamischen, wachsenden Unternehmen?</p>
<p>APRICOT ist eine etablierte Beauty-Marke mit Sitz in München und Vorreiter im Bereich wiederverwendbarer Wirkstoff-Pads und Beauty-Patches. Mit patentierten Produkten entwickeln wir moderne Hautpflege weiter – effektiv, nachhaltig und zeitgemäß. In unserem agilen Team erwarten Dich kurze Entscheidungswege, viel Eigenverantwortung und Rau",1769076212,Marketing Manager
Customer Care Specialist Fees & Fines (w/m/x/d),MILES Mobility,Berlin,https://www.arbeitnow.com/jobs/companies/miles-mobility/customer-care-specialist-fees-fines-d-berlin-320685,Arbeitnow,,On-site,"<h2>Join the ride!</h2>
<p>Werde Teil unseres 2nd Level Customer Care Teams und übernimm Verantwortung für komplexe Fälle rund um Gebühren und behördliche Bescheide. Du unterstützt unsere Kund:innen mit Fingerspitzengefühl und Fachwissen – sei es bei der Klärung fehlerhafter Strafzettel, beim Verständnis von Gebühren oder im Austausch mit Behörden. Bei uns erwartet dich ein strukturiertes Onboarding, kontinuierliche Trainings und echte Entwicklungsperspektiven. Wenn du Spaß daran hast, Verantwor",1769076211,Customer Service
Coordinator Finance & Administration (m/w/d) - Einstiegsposition,Ruby GmbH,Munich,https://www.arbeitnow.com/jobs/companies/ruby-gmbh/coordinator-finance-administration-einstiegsposition-munich-8292,Arbeitnow,,On-site,"<p><strong>At Ruby, your personality really matters, your time really matters, and we strongly believe we groove way better</strong> <strong>together. At Ruby, we keep breaking new ground.</strong></p>
<p>Hey Sunshine,</p>
<p>du bist ein Profi, wenn es um die <strong>Planung und Magie hinter den Kulissen</strong> geht? Du findest, dass dein Arbeitsplatz ein Ort mit Charakter und Seele sein sollte, wo neue Ideen zum Leben erweckt werden? Dann bist du die fehlende Olive in unserem Martini, die feh",1769076211,Finance
Chief Marketing Officer,TripleTen,Berlin,https://www.arbeitnow.com/jobs/companies/tripleten/remote-chief-marketing-officer-berlin-138042,Arbeitnow,,Remote,"<p>TripleTen is an award-winning online school among technology bootcamps. Our mission is to help people change their lives and succeed in technology. We offer flexibility in studies, career mentoring, resume and portfolio preparation, and we guarantee employment after the course. Our employability rate among graduates is 87% across our Web Development, Quality Assurance (QA), Data Analytics, and Data Science programs.</p><p><br></p><p><a href=""https://tripleten.mx/"" target=""_blank"" rel=""noopene",1769074929,Remote
Graduate Engineer Sprinklertechnik / Sanitär (m/w/d),Buro Happold,Berlin,https://www.arbeitnow.com/jobs/companies/buro-happold/graduate-engineer-sprinklertechnik-sanitar-berlin-257634,Arbeitnow,,On-site,"<p>Du bist <strong><em>Absolvent</em></strong> (m/w/d) <strong><em>im Bereich Sprinklertechnik / Sanitär</em></strong> und auf der Suche nach einer neuen Herausforderung in <strong><em>Berlin</em></strong> ?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Du erbringst Planungsleistungen gemäß den Leistungsphasen der HOAI/VDI und Sprinkleranlagen gemäß VdS / NFPA oder FM Global</li>
<li>Du unterstützt bei der Ermittlung und Verifizier",1769074332,Engineering
Planungsingenieur Sprinklertechnik / Sanitär (m/w/d),Buro Happold,Berlin,https://www.arbeitnow.com/jobs/companies/buro-happold/planungsingenieur-sprinklertechnik-sanitar-berlin-110048,Arbeitnow,,On-site,"<p>Du bist <strong><em>Planungsingenieur</em></strong> (m/w/d) <strong><em>im Bereich Sprinklertechnik / Sanitär</em></strong> und auf der Suche nach einer neuen Herausforderung in <strong><em>Berlin</em></strong> ?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Du erbringst Planungsleistungen gemäß den Leistungsphasen der HOAI/VDI und Sprinkleranlagen gemäß VdS / NFPA oder FM Global</li>
<li>Du ermittelst und verifizierst Realisier",1769074331,Engineering
Werkstudent*in Elektrotechnik / Mechatronik (m/w/d),MLase GmbH,Germering,https://www.arbeitnow.com/jobs/companies/mlase-gmbh/werkstudentin-elektrotechnik-mechatronik-germering-413856,Arbeitnow,,On-site,"<p>Seit der Gründung 2007 entwickelt und produziert die MLase GmbH Excimerlaser für die Augenheilkunde, wie z. B. ophthalmologische Medizinprodukte sowie Laserkomponenten für die Medizintechnik und die Industrie. Durch konstante Innovationskraft und maximale Qualitätsansprüche sind wir weltweit führend in unserem Segment.</p>
<p>MLase startet ein Entwicklungsprojekt für einen Forschungs-Excimer-Laser für die Analysetechnik – kreativ, experimentell und mit hoher Eigenverantwortung. Das Kernteam b",1769074330,Engineering
Lead Data Manager - 100k.,Bohne GmbH,Villingen-Schwenningen,https://www.arbeitnow.com/jobs/companies/bohne-gmbh/lead-data-manager-100k-villingen-schwenningen-329669,Arbeitnow,,On-site,"<p>Ein mittelständisches Unternehmen mit wachsendem, datenintensivem Geschäftsmodell befindet sich in einer Phase der strukturellen Weiterentwicklung seiner IT- und Datenlandschaft. Die bestehende Systemumgebung umfasst ein ERP-System, eine angebundene B2B-E-Commerce-Plattform sowie mehrere parallele Daten- und Informationssysteme (u. a. Online-Kataloge, Preis- und Händlerplattformen). Ziel ist es, Datenflüsse zu konsolidieren, Transparenz zu schaffen und datengetriebene Entscheidungen nachhalti",1769074330,Information Systems
Galvanoberflächenbeschichter / Galvanikleiter (Schallplattenpresswerk) Vollzeit (m/w/d),OBJECTS Manufacturing,Berlin,https://www.arbeitnow.com/jobs/companies/objects-manufacturing/galvanoberflachenbeschichter-galvanikleiter-schallplattenpresswerk-vollzeit-berlin-343732,Arbeitnow,,On-site,"<p>Objects Manufacturing ist ein Schallplattenpresswerk mit Sitz in Berlin-Oberschöneweide, das vor rund vier Jahren gegründet wurde. Wir arbeiten für Kund:innen auf der ganzen Welt und verbinden handwerkliches Arbeiten mit einem hohen Anspruch an Präzision, Qualität und sinnvoller Innovation. Dank unserer hauseigenen Galvanik produzieren wir unsere eigenen Stamper und begleiten den gesamten Herstellungsprozess von Schallplatten intern und durchgängig.</p>
<p>Unser Team besteht aus etwas mehr al",1769074329,Engineering
Terminal Engineer (m/w/d) / LNG Terminal Stade,Gasfin,Stade,https://www.arbeitnow.com/jobs/companies/gasfin/terminal-engineer-lng-terminal-stade-63891,Arbeitnow,,On-site,"<p>Gasfin is where engineering meets impact. Since 2009, we’ve been building and managing world-class LNG infrastructure projects across the globe—from the drawing board to real-world delivery. Our clients include governments, energy companies, and infrastructure operators, all working toward the same goal: secure, stable, and sustainable energy.<br>
In 2023, we became the lead consultant and On-Site Operations Manager for Deutsche Energy Terminal GmbH (DET)—Germany’s state-owned terminal operat",1769072581,Power Engineering and Environmental Engineering
Senior Flutter Web Developer (m/f/d),Cyber Insight GmbH,Leipzig,https://www.arbeitnow.com/jobs/companies/cyber-insight-gmbh/senior-flutter-web-developer-leipzig-181282,Arbeitnow,,On-site,"<p>At <strong>Cyber Insight</strong>, we are building the next generation of <strong>AI-driven platforms for IT security and risk management</strong>. Our mission is to empower companies to gain deep insights into their IT landscapes and proactively mitigate risks in an increasingly complex digital world.</p>
<p>To support this mission, we are looking for a <strong>Senior Flutter Web Developer</strong> who is passionate about building secure, high-performance web applications and enjoys working ",1769072580,Software Development
(Junior/Senior) 2nd LVL Support (m/w/d),Nesto Software GmbH,Karlsruhe,https://www.arbeitnow.com/jobs/companies/nesto-software-gmbh/junior-senior-2nd-lvl-support-karlsruhe-135808,Arbeitnow,,On-site,"<p>Du liebst technische Herausforderungen, denkst gerne systematisch und möchtest nicht nur Probleme lösen, sondern auch Produkte verbessern? Dann werde Teil unseres Support Teams bei Nesto. In dieser Rolle arbeitest du <strong>eng mit unseren Product Ownern, dem UX Team sowie Customer Success Team zusammen</strong> und gestaltest so aktiv die Weiterentwicklung unserer Software mit.</p>
<p>Als <strong>2nd Level Support Specialist (m/w/d)</strong> sorgst du dafür, dass komplexere Kundenanfragen s",1769072579,Helpdesk
Versuchsingenieur (m/w/d) Medizintechnik in Darmstadt (1671),BRÜGGEN ENGINEERING GmbH,Darmstadt,https://www.arbeitnow.com/jobs/companies/bruggen-engineering-gmbh/versuchsingenieur-medizintechnik-in-darmstadt-1671-242880,Arbeitnow,,On-site,"<p><strong>Ihre Karriere im technischen Versuchswesen.</strong></p>
<p>In dieser Position übernehmen Sie eine zentrale Rolle bei der Planung, Durchführung und Auswertung von Dauerversuchen für medizintechnische Systeme. Sie entwickeln realitätsnahe Prüfaufbauten, automatisieren Testprozesse und schaffen belastbare Daten als Grundlage für Produktentwicklung und -validierung.</p>
<h2>Aufgaben</h2>
<ul>
<li><strong>Versuchsplanung:</strong> Konzeption, Entwicklung und Realisierung automatisierter D",1769070755,Engineering
Sachbearbeiter Finanzbuchhaltung Voll- oder Teilzeit (m/w/d),HUMMEL AG,Denzlingen,https://www.arbeitnow.com/jobs/companies/hummel-ag/sachbearbeiter-finanzbuchhaltung-voll-oder-teilzeit-denzlingen-466960,Arbeitnow,,On-site,"<p><strong>Was wir tun</strong></p>
<p>Seit über 75 Jahren entwickeln und produzieren wir bei HUMMEL innovative Lösungen in der Verbindungstechnik – von hochwertigen Komponenten für die Elektrotechnik bis hin zu modernem Zubehör für Heizungs- und Trinkwassersysteme. Als unabhängiges, mittelständisches Familienunternehmen mit Hauptsitz in Denzlingen stehen wir für Qualität, Präzision und Verlässlichkeit.</p>
<p>Heute sind wir international vernetzt mit 9 Niederlassungen und einem starken globalen",1769068928,Finance
Praktikum als HR Manager (m/w/d) im Recruiting,MY Humancapital GmbH,Munich,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/praktikum-als-hr-manager-im-recruiting-munich-485678,Arbeitnow,,On-site,"<p><strong>Du bist mitten im Studium und willst echte Einblicke in die Welt des Recruitings bekommen?</strong></p>
<p>Du möchtest nicht nur zusehen, sondern aktiv mitgestalten – von der Kandidatensuche bis zum Vorstellungsgespräch Bei uns arbeitest du in einem jungen, dynamischen Team, das dich fördert und inspiriert. Am Ende deines Praktikums gehst du nicht nur mit praktischem Know-how, sondern auch mit wertvollen Erfahrungen und einem echten Stolz auf deine Entwicklung nach Hause.</p>
<p>In Mü",1769068927,HR
"Senior Software Engineer, Windows/Desktop Applications - Dortmund, Germany",Speechify,"Dortmund, North Rhine-Westphalia, Germany",https://www.arbeitnow.com/jobs/companies/speechify/senior-software-engineer-windows-desktop-applications-dortmund-germany-387595,Arbeitnow,,On-site,"<div class=""p-rich_text_section""><strong data-stringify-type=""bold"">Mission</strong></div>
<div class=""p-rich_text_section"">
<p>The mission of Speechify is to make sure that reading is never a barrier to learning.</p>
<p>Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS ap",1769067919,
"Senior Software Engineer, Windows/Desktop Applications - Hamburg, Germany",Speechify,"Hamburg, Hamburg, Germany",https://www.arbeitnow.com/jobs/companies/speechify/senior-software-engineer-windows-desktop-applications-hamburg-germany-455339,Arbeitnow,,On-site,"<div class=""p-rich_text_section""><strong data-stringify-type=""bold"">Mission</strong></div>
<div class=""p-rich_text_section"">
<p>The mission of Speechify is to make sure that reading is never a barrier to learning.</p>
<p>Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS ap",1769067919,
"Senior Software Engineer, Windows/Desktop Applications - Munich, Germany",Speechify,"Munich, Bavaria, Germany",https://www.arbeitnow.com/jobs/companies/speechify/senior-software-engineer-windows-desktop-applications-munich-germany-341887,Arbeitnow,,On-site,"<div class=""p-rich_text_section""><strong data-stringify-type=""bold"">Mission</strong></div>
<div class=""p-rich_text_section"">
<p>The mission of Speechify is to make sure that reading is never a barrier to learning.</p>
<p>Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS ap",1769067919,
"Senior Software Engineer, Windows/Desktop Applications - Berlin, Germany",Speechify,"Berlin, Berlin, Germany",https://www.arbeitnow.com/jobs/companies/speechify/senior-software-engineer-windows-desktop-applications-berlin-germany-82019,Arbeitnow,,On-site,"<div class=""p-rich_text_section""><strong data-stringify-type=""bold"">Mission</strong></div>
<div class=""p-rich_text_section"">
<p>The mission of Speechify is to make sure that reading is never a barrier to learning.</p>
<p>Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS ap",1769067919,
Senior Backend Engineer,SumUp,"Berlin, Germany",https://www.arbeitnow.com/jobs/companies/sumup/senior-backend-engineer-berlin-92931,Arbeitnow,,On-site,"<p><strong>About the team</strong></p>
<p>SumUp's Point-of-Sale (POS) solution empowers cafes, shops, bars, hair salons, and other businesses to operate efficiently and grow. It offers a wide range of features, including product catalogs, inventory management, business analytics, compliance support, and loyalty tools.</p>
<p>Our Fiscalization team will accelerate making the following countries fiscally compliant: Italy, Sweden, Norway, Belgium, Austria, and many other European countries. They wi",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Heese, Lower Saxony, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-heese-161366,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Territory Field Sales Manager - FSC,SumUp,"Hamburg, Hamburg, Germany",https://www.arbeitnow.com/jobs/companies/sumup/territory-field-sales-manager-fsc-hamburg-110879,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Bremen, Bremen, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-bremen-125313,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Brandenburger Vorstadt, Brandenburg, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-brandenburger-vorstadt-347902,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Berlin, Berlin, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-berlin-418092,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Germaringen, Bavaria, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-germaringen-127637,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Gersdorf, Saxony, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-gersdorf-36450,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
